interview__key,num_prod,Productos,Productos_genericos,prom_men,u_prom_men,otra_u_prom_men,perdida_prod,u_perdida_prod,otra_u_perdida_prod,din_perd,causa_perd,comestible,u_comestible,otra_u_comestible,dest_res,otro_dest_res,bancos,u_med_bancos,otra_u_med_bancos,per_ocupado,per_ocupado2
02-07-61-84,1,"Carnes de pollo, res y puerco","Carnes de pollo, res y puerco",2,2,,50,1,,5000,son mermas que la gente quiere que le retiremos de la misma carne como el cuero,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
10-05-05-59,1,Galleta,Galleta,2,1,,100,6,Gramos,18,galleta rota,100,6,gramos,9,,#NULL!,#NULL!,,1,0 a 5 personas
10-05-05-59,2,Crema para batir,Crema para batir,5,3,,200,6,mililitros,25,Sobrante de decoración,200,6,mililitros,7,,#NULL!,#NULL!,,1,0 a 5 personas
10-05-05-59,3,Mantequilla,Mantequilla,2,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
10-05-05-59,4,Chocolate,Chocolate,2,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
59-38-14-72,1,Plátano,Plátano,200,1,,10,1,,70,Maduración de la fruta,8,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
59-38-14-72,2,Manzana,Manzana,100,1,,2,1,,30,maduración de la fruta,2,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
59-38-14-72,3,Jamaica,Jamaica,25,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
59-38-14-72,4,Limón,Limón,50,1,,2,1,,35,maduración de la fruta,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,1,Frijol,Frijol,500,1,,8,1,,120,Tamaño pequeño del grano,8,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,2,Huevo,Huevo,80,1,,4,1,,120,producto en mal estado/roto,4,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,3,Almendra,Almendra,50,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,4,Nuez,Nuez,50,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,5,Garbanzo,Garbanzo,150,1,,5,1,,150,tamaño insuficiente del grano,5,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
45-98-88-68,6,Alpiste,Alpiste,50,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
00-52-44-33,1,"Manzana, plátano, chiles secos, pepinos, coyote, brócoli, sandia, melón, plátano macho, peras, duraznos, limón, cilantro, cebollas, papas, calabazas, melón, papayas, aguacate, ajos, jitomate, tomate, chile gordo, chile, kiwi y alimento la posta para animales","Manzana, plátano, chiles secos, pepinos, coyote, brócoli, sandia, melón, plátano macho, peras, duraznos, limón, cilantro, cebollas, papas, calabazas, melón, papayas, aguacate, ajos, jitomate, tomate, chile gordo, chile, kiwi y alimento la posta para animales",20000,1,,250,1,,0,Por maduración en frutas y verduras,50,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
75-80-02-25,1,Combos de comida rápida,Comida preparada,120,6,Combos,8,6,Combos,120,por mal transporte o porque no es el combo que se solicitó,5,6,combos,7,,#NULL!,#NULL!,,3,11 a 30 personas
75-80-02-25,2,"Platillos armados para comedores de pequeñas empresas, negocios y oficinas",Comida preparada,100,6,Platillos,10,6,platillos,200,"A veces se solicitan más platillos de los requeridos, y no se pueden regresar",6,6,platillos,7,,#NULL!,#NULL!,,3,11 a 30 personas
46-20-50-93,1,Queso Oaxaca,Quesos,6000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,4,31 a 50 personas
46-20-50-93,2,Requesón,Quesos,20000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,4,31 a 50 personas
46-20-50-93,3,Adobera de mesa,Adobera de mesa,40000,1,,30,1,,2000,regresan el producto,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,4,31 a 50 personas
46-20-50-93,4,Adobera de fundir,Adobera de fundir,10000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,4,31 a 50 personas
46-20-50-93,5,Panela,Quesos,45000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,4,31 a 50 personas
75-48-02-01,1,Queso panela,Quesos,178,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
12-36-13-35,1,Queso panela,Quesos,1400,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
12-36-13-35,2,Requesón,Quesos,850,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
12-36-13-35,3,Queso adobera de mesa,Quesos,3000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
12-36-13-35,4,Queso Oaxaca,Quesos,1000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
12-36-13-35,5,Queso adobera de fundir,Quesos,800,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
46-14-89-64,1,Queso Cotija,Quesos,480,1,,15,1,,104000,devolución,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
46-14-89-64,2,Queso Oaxaca,Quesos,1120,1,,10,1,,10300,devoluciones,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
46-14-89-64,3,Queso panela,Quesos,2080,1,,15,1,,10400,devoluciones,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
46-14-89-64,4,Queso adobera,Quesos,3456,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
54-84-41-90,1,Queso Oaxaca,Quesos,500,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
54-84-41-90,2,Queso adobera de fundir,Quesos,3000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
54-84-41-90,3,Queso panela,Quesos,2000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
54-84-41-90,4,Queso de mesa,Quesos,1000,1,,400,1,,4800,cambiarlo por frescos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
54-84-41-90,5,Requesón,Quesos,1000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
32-81-38-30,1,Panela,Quesos,6000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
75-61-09-61,1,Pizza,Pizza,10,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
75-61-09-61,2,Boneless,Comida preparada,12,1,,800,6,gramos,70,pellejo y nervio que no se puede dejar,800,6,gramos,7,,#NULL!,#NULL!,,3,11 a 30 personas
20-71-86-36,2,Boneless,Comida preparada,15,1,,1,1,,200,no sé vendían,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
20-71-86-36,3,Hamburguesas,Comida preparada,5,1,,1,1,,300,no sé vendieron,1,1,,7,,#NULL!,#NULL!,,3,11 a 30 personas
20-71-86-36,4,Alitas,Comida preparada,25,1,,1,1,,150,no se vendió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
20-71-86-36,6,Pizza,Comida preparada,5,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
62-26-83-91,1,Queso panela,Quesos,6900,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
62-26-83-91,2,Queso de mesa,Quesos,900,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
62-26-83-91,3,Queso de fundir,Quesos,600,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
62-26-83-91,4,Requesón,Quesos,4200,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
33-09-39-82,1,Pollo,Pollo,80,1,,3,1,,250,No se vendió,3,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
33-09-39-82,2,Huevo,Huevo,80,1,,2,1,,70,Mal manejo,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
33-09-39-82,3,Ensalada verde,Comida preparada,80,6,Piezas,8,6,Piezas,280,No se vendió,8,6,Piezas,6,,#NULL!,#NULL!,,1,0 a 5 personas
33-09-39-82,4,Cóctel de frutas,Cóctel de frutas,60,6,Piezas,8,6,Piezas,200,Vida útil de la fruta,2,6,Piezas,6,,#NULL!,#NULL!,,1,0 a 5 personas
80-78-89-92,1,Pozole,Pozole,50,3,,10,3,,1000,no se vendió,10,3,,9,,#NULL!,#NULL!,,3,11 a 30 personas
80-78-89-92,2,Tostadas,Comida preparada,9,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
80-78-89-92,3,Enchiladas,Comida preparada,5,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
94-01-32-67,1,Plátano,Plátano,600,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
94-01-32-67,2,Fresa,Fresa,600,1,,80,1,,5000,Depende de la venta,40,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
94-01-32-67,3,Naranja,Naranja,500,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
94-01-32-67,4,Papaya,Papaya,600,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
15-02-62-54,1,Queso panela,Quesos,1000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
97-61-82-54,1,Pollo fresco,Pollo,600,6,pollos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
78-42-05-65,1,Queso de mesa,Quesos,1000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
47-45-50-81,1,Queso adobera,Quesos,1000,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
50-46-70-99,1,Enchiladas,Comida preparada,10,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
50-46-70-99,2,Alitas,Alitas,20,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
50-46-70-99,3,Hamburguesas,Comida preparada,5,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
50-46-70-99,4,Tacos,Comida preparada,15,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
76-26-19-30,1,Pechuga de pollo,Pollo,6,6,cajas,1,6,unidad,100,Material que no se puede utilizar,1,6,unidad,9,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,1,Carnes rojas,Carnes rojas,150,1,,4,1,,425,No ventas,4,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,2,Refrescos,Refrescos,350,3,,15,3,,480,Caducidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,4,Tortillas,Tortillas,25,1,,4,1,,60,No Sé Vendieron,4,1,,3,,3,1,,1,0 a 5 personas
06-08-47-90,5,Cebolla,Cebolla,55,1,,5,1,,65,No Sé Vendió,5,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,6,Cilantro,Cilantro,20,6,Manojo,4,6,Manojo,60,Por qué se óxido,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,7,Tomate,Tomate,45,1,,2,1,,34,Por qué se pudrió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
06-08-47-90,8,Limón,Limón,35,1,,4,1,,68,Por qué se seco,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
51-75-59-85,1,Queso,Quesos,200,1,,23,1,,3000,Falla de calidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
51-75-59-85,2,Tocino,Carnes frías y embutidos,160,1,,1,1,,185,Falla de calidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
51-75-59-85,3,Jamón,Carnes frías y embutidos,300,1,,21,1,,1840,Por caducidad,12,1,,1,,9,1,,1,0 a 5 personas
51-75-59-85,4,Salchicha,Carnes frías y embutidos,210,1,,9,1,,360,Falla de calidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
51-75-59-85,5,Chorizo,Chorizo,50,1,,5,1,,400,Por caducidad,2,1,,1,,2,1,,1,0 a 5 personas
78-71-63-16,1,Carne de res,Carne de res,20,1,,4,1,,2500,No se consumió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,2,Carne de cerdo,Carne de cerdo,5,1,,2,1,,1620,No se consumió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,3,Brócoli,Brócoli,6,1,,2,1,,600,No se consumió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,4,Coliflor,Coliflor,8,1,,1,1,,230,No se consumió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,5,Papa,Papa,15,1,,4,1,,520,No se consumió,1,1,,9,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,6,Zanahoria,Zanahoria,8,1,,3,1,,120,Se hecho a perder,3,1,,9,,#NULL!,#NULL!,,2,6 a 10 personas
78-71-63-16,7,Pollo,Pollo,30,1,,4,1,,1340,No se consumió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
26-51-66-98,1,Jamón a granel,Carnes frías y embutidos,650,1,,30,1,,2000,Caducidad,20,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
26-51-66-98,2,Salchicha a granel,Carnes frías y embutidos,600,1,,6,1,,180,Falla de calidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
26-51-66-98,3,Jamón de paquetería,Carnes frías y embutidos,250,1,,40,1,,1200,Caducidad,20,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
26-51-66-98,4,Salchicha de paquetería,Carnes frías y embutidos,350,1,,50,1,,1000,Caducidad,20,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
26-51-66-98,5,Salchicha para asar,Carnes frías y embutidos,400,1,,50,1,,2500,Caducidad,20,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
26-51-66-98,6,Tocino,Carnes frías y embutidos,120,1,,10,1,,600,Caducidad,2,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,1,Jamón de paquetería,Carnes frías y embutidos,950,1,,80,1,,3400,Caducidad,20,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,2,Salchicha de paquetería,Carnes frías y embutidos,287,1,,30,1,,4500,Caducidad,10,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,3,Yogurth,Yogurth,1500,1,,200,1,,8000,Caducidad,60,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,4,Jamón a granel,Carnes frías y embutidos,600,1,,40,1,,3600,Caducidad,15,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,5,Salchicha a granel,Carnes frías y embutidos,150,1,,6,1,,540,Falla de calidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,6,Tocino de paquetería,Carnes frías y embutidos,14,1,,1,1,,690,Caducidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,7,Salchicha para asar,Carnes frías y embutidos,144,1,,20,1,,1000,Falla de calidad,6,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,8,Crema,Crema,90,1,,15,1,,450,Caducidad,8,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
19-20-87-84,9,Tacos de maíz (paquetería),Tacos de maíz (paquetería),72,1,,6,1,,480,Caducidad,2,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
10-67-95-74,1,Huevo,Huevo,200,1,,1,1,,36,Huevos rotos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
10-67-95-74,2,Leche,Lácteos,100,3,,2,3,,40,Caducidad,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
10-67-95-74,3,Salchicha,Carnes frías y embutidos,50,1,,1,1,,50,Caducida,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
10-67-95-74,4,Jitomate,Jitomate,100,1,,1,1,,25,Pudricion,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-99-05-74,1,Pechuga de pollo preparada,Pollo,1,2,,50,1,,4000,Mal manejo de PEPS,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
18-99-05-74,2,Caldos,Caldos,500,3,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
18-99-05-74,3,Tortas,Tortas,350,6,unidades,7,6,unidades,500,Descuido del personal,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,2,6 a 10 personas
96-31-44-15,1,Tomate,Tomate,40,2,,3,2,,14970,Mal almacenamiento,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,3,11 a 30 personas
96-31-44-15,2,Chile,Chile,10,2,,500,1,,8000,Mal almacenamiento,20,1,,6,,#NULL!,#NULL!,,3,11 a 30 personas
96-31-44-15,3,Papa,Papa,40,2,,1,2,,16000,Mal transporte y manejo al almacenarla,1,2,,10,,#NULL!,#NULL!,,3,11 a 30 personas
96-31-44-15,4,Cebolla,Cebolla,30,2,,10,2,,75000,Mal transporte y mucho movimiento,5,2,,6,,#NULL!,#NULL!,,3,11 a 30 personas
96-31-44-15,5,Lechuga,Lechuga,4,2,,330,1,,3300,Maltrato del cliente,330,1,,6,,#NULL!,#NULL!,,3,11 a 30 personas
42-81-25-93,1,Harina,Harina,60,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
42-81-25-93,2,Huevo,Huevo,25,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
42-81-25-93,3,Mantequilla,Mantequilla,7,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
42-81-25-93,4,Leche,Lácteos,36,3,,4,3,,70,se tira cuando tiene más de 2 días abierta,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
42-81-25-93,5,Frutas enlatadas,Frutas enlatadas,20,6,latas de 890gramos,1,6,lata de 890 gramos,60,"porque se echa a perder, tiene espuma",0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
42-81-25-93,6,Fresas frescas,Fresas frescas,4,1,,1,1,,70,"se pudre, se le hace hongo",0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
28-11-84-29,1,Carnitas de cerdo,Comida preparada,180,1,,3,1,,540,No se vendio,3,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
28-11-84-29,2,Quesadillas,Comida preparada,90,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
28-11-84-29,3,Chilaquiles,Comida preparada,90,1,,1,1,,150,No se vendio,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
28-11-84-29,4,Tacos dorados,Comida preparada,60,1,,2,1,,200,No se vendio,2,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
28-11-84-29,5,Enchiladas,Comida preparada,4,1,,1,1,,150,No se vendio,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
65-90-50-74,1,Carne de cerdo,Carne de cerdo,200,1,,2,1,,200,se cayó al piso,2,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
65-90-50-74,2,Carne de res,Carne de res,300,1,,30,1,,1500,mal manejo del producto,5,1,,7,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,1,Carne de puerco,Carne de cerdo,180,1,,4,1,,400,"Por el cebo, nervios que trae, todo eso se lo quita al producto",0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,2,Pan francés,Pan,340,6,piezas de pan francés,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,3,Tortillas de maíz,Tortillas,40,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,4,Aguacate,Aguacate,4,6,Rejas pesan aproximadamente 8 a 9 kilos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,5,Tomate,Tomate,20,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,6,Cebolla,Cebolla,8,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
18-07-11-74,7,Limón,Limón,20,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,1,Harina,Harina,24,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,2,Manteca vegetal,Manteca vegetal,8,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,3,Azúcar,Azúcar,8,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,4,Leche condensada,Lácteos,20,6,Latas de 380 gramos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,5,Galletas María,Galletas María,24,6,Paquetes de 170 gr,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
77-01-74-26,6,Queso crema,Quesos,8,6,Barras de aproximadamente 150 gramos,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
78-65-72-32,1,Carne de puerco,Carne de cerdo,90,1,,15,1,,900,Falta de clientes,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
78-65-72-32,2,Carne de res,Carne de res,120,1,,20,1,,2000,Falta de clientes,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
78-65-72-32,3,Carne de pollo,Pollo,40,1,,10,1,,300,Falta de clientes,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
78-65-72-32,4,Carne de pescado,Pescados y mariscos,15,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
98-75-00-04,1,Carne,Carne de res,200,1,,30,1,,5000,mucha grasa y asi no se vende,10,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
98-75-00-04,2,Pollo,Pollo,300,1,,30,1,,1050,se desbarataba y asi no se puede vender,30,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
98-75-00-04,3,Hígado,Hígado,50,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
98-75-00-04,4,Riñón,Riñón,50,1,,5,1,,300,se hecho a perder porque no se vendio y caducó,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
61-71-58-17,1,Naranja,Naranja,425,1,,15,1,,450,No Sé Vendió,10,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
61-71-58-17,2,Zanahoria,Zanahoria,480,1,,20,1,,250,Se Pudrió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
61-71-58-17,3,Piña,Piña,15,1,,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
61-71-58-17,4,Betabel,Betabel,16,1,,3,1,,70,No Sé Vendió,3,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
61-71-58-17,5,Apio,Apio,5,6,Manojos,1,6,Manojo,23,No Sé Vendió,1,1,,9,,#NULL!,#NULL!,,1,0 a 5 personas
64-93-28-33,1,Tortillas,Tortillas,65,1,,6,1,,90,No Sé Vendió,6,1,,10,,#NULL!,#NULL!,,1,0 a 5 personas
64-93-28-33,2,Carne de res,Carne de res,13,1,,1,1,,60,No Sé Vendió,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
64-93-28-33,3,Papa,Papa,25,1,,1,1,,25,No Sé Vendió,1,1,,6,,#NULL!,#NULL!,,1,0 a 5 personas
64-93-28-33,4,Repollo,Repollo,2,6,Arpillas,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
64-93-28-33,5,Aguacate,Aguacate,20,1,,2,1,,50,No Sé Vendió,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
04-58-51-38,1,Tomate,Tomate,100,1,,10,1,,150,se pudrió y echó a perder,0,#NULL!,,#NULL!,,#NULL!,#NULL!,,1,0 a 5 personas
